surah,ayah,arabic_text,translation,footnotes
45,1,حمٓ,"Хаа, Миим.[1]",[1] Бакара сүрөсүнүн 1-аятын караңыз.
45,2,تَنزِيلُ ٱلۡكِتَٰبِ مِنَ ٱللَّهِ ٱلۡعَزِيزِ ٱلۡحَكِيمِ,"(Бул) Китептин түшүүсү Кудуреттүү, Даанышман Аллах тарабынан.",
45,3,إِنَّ فِي ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ لَأٓيَٰتٖ لِّلۡمُؤۡمِنِينَ,"Чынында, асмандарда жана жерде момун адамдар үчүн (Аллахтын Кудурет-Даанышмандыгына) белгилер бар.",
45,4,وَفِي خَلۡقِكُمۡ وَمَا يَبُثُّ مِن دَآبَّةٍ ءَايَٰتٞ لِّقَوۡمٖ يُوقِنُونَ,"Жана силердин жаратылууңарда, (Аллах жаратып, мейкиндиктерге) таратып жиберген жан-жаныбарларда анык ишенген адамдар үчүн (Аллахтын кудуретине) белгилер бар.",
45,5,وَٱخۡتِلَٰفِ ٱلَّيۡلِ وَٱلنَّهَارِ وَمَآ أَنزَلَ ٱللَّهُ مِنَ ٱلسَّمَآءِ مِن رِّزۡقٖ فَأَحۡيَا بِهِ ٱلۡأَرۡضَ بَعۡدَ مَوۡتِهَا وَتَصۡرِيفِ ٱلرِّيَٰحِ ءَايَٰتٞ لِّقَوۡمٖ يَعۡقِلُونَ,"Жана түн менен күндүн алмашып турушунда, Аллах асмандан түшүрүп, аны менен өлүк жерди тирилткен жамгырда, жана шамалдардын жүргүзүлүшүндө акылын иштеткен элдер үчүн белгилер бар",
45,6,تِلۡكَ ءَايَٰتُ ٱللَّهِ نَتۡلُوهَا عَلَيۡكَ بِٱلۡحَقِّۖ فَبِأَيِّ حَدِيثِۭ بَعۡدَ ٱللَّهِ وَءَايَٰتِهِۦ يُؤۡمِنُونَ,"Бул – Аллахтын аяттары. Биз сага аларды акыйкат менен айтып берүүдөбүз.[1] Аллахтан, Анын (акыйкат) аяттарынан кийин (булар) дагы кандай сөзгө ишенишет?!","[1] Аллах акыйкат менен, далилдүү айтып берген аяттарды Мухаммад саллаллоху алайхи ва саллам окуп берсе, көпчүлүк мушриктер «Бул сыйкыр», «Бул ыр» деп, ага ишенүүдөн баш тартышты."
45,7,وَيۡلٞ لِّكُلِّ أَفَّاكٍ أَثِيمٖ,Ар бир күнөөкөр-дооматчыга өлүм болсун!,
45,8,يَسۡمَعُ ءَايَٰتِ ٱللَّهِ تُتۡلَىٰ عَلَيۡهِ ثُمَّ يُصِرُّ مُسۡتَكۡبِرٗا كَأَن لَّمۡ يَسۡمَعۡهَاۖ فَبَشِّرۡهُ بِعَذَابٍ أَلِيمٖ,"Ал өзүнө окуп берилген аяттарды угуп, такыр эч нерсе укпагандай текеберлигин улантты. Сен ага жан ооруткан азапты «сүйүнчүлөп» кой.",
45,9,وَإِذَا عَلِمَ مِنۡ ءَايَٰتِنَا شَيۡـًٔا ٱتَّخَذَهَا هُزُوًاۚ أُوْلَٰٓئِكَ لَهُمۡ عَذَابٞ مُّهِينٞ,"Ал (текебер адам) биздин аяттарыбыздан бир нерсе билип, (угуп) калса, (аны) мазактайт. Андай адамдарга кордоочу азап бар!",
45,10,مِّن وَرَآئِهِمۡ جَهَنَّمُۖ وَلَا يُغۡنِي عَنۡهُم مَّا كَسَبُواْ شَيۡـٔٗا وَلَا مَا ٱتَّخَذُواْ مِن دُونِ ٱللَّهِ أَوۡلِيَآءَۖ وَلَهُمۡ عَذَابٌ عَظِيمٌ,(Аларга өлүмдүн) ар жагында тозок бар! Тапкан дүйнө-мансаптары жана Аллахтан башка тутунган дос-кудайлары аларга пайда бере албайт. Аларга улук азап бар!,
45,11,هَٰذَا هُدٗىۖ وَٱلَّذِينَ كَفَرُواْ بِـَٔايَٰتِ رَبِّهِمۡ لَهُمۡ عَذَابٞ مِّن رِّجۡزٍ أَلِيمٌ,"Бул (Куран) – туура жол! Ал эми, Раббисинин аяттарына каапыр болгон адамдарга жан ооруткан азап арналган!",
45,12,۞ ٱللَّهُ ٱلَّذِي سَخَّرَ لَكُمُ ٱلۡبَحۡرَ لِتَجۡرِيَ ٱلۡفُلۡكُ فِيهِ بِأَمۡرِهِۦ وَلِتَبۡتَغُواْ مِن فَضۡلِهِۦ وَلَعَلَّكُمۡ تَشۡكُرُونَ,Аллах Өз каалоо буйругу менен (деңизде) кемелер жүрүшү үчүн жана (кемеге байланыштуу өнөр-кесиптер себептүү) Өзүнүн ырыскы-пазилетин издешиңер үчүн силерге деңизди моюн сундурду. Шүгүр кылсаңар ажеп эмес!,
45,13,وَسَخَّرَ لَكُم مَّا فِي ٱلسَّمَٰوَٰتِ وَمَا فِي ٱلۡأَرۡضِ جَمِيعٗا مِّنۡهُۚ إِنَّ فِي ذَٰلِكَ لَأٓيَٰتٖ لِّقَوۡمٖ يَتَفَكَّرُونَ,Жана Ал силер үчүн Өзүнүн пазилетинен асмандардагы жана жердеги бардык нерселерди моюн сундурду. Мында пикир кылган адамдар үчүн (Аллахтын Кудуретине) белгилер бар!,
