surah,ayah,arabic_text,translation,footnotes
85,1,وَٱلسَّمَآءِ ذَاتِ ٱلۡبُرُوجِ,ನಕ್ಷತ್ರ ಪುಂಜಗಳಿರುವ ಆಕಾಶದ ಮೇಲಾಣೆ!,
85,2,وَٱلۡيَوۡمِ ٱلۡمَوۡعُودِ,ವಾಗ್ದಾನ ಮಾಡಲಾದ ದಿನದ ಮೇಲಾಣೆ!,
85,3,وَشَاهِدٖ وَمَشۡهُودٖ,ಸಾಕ್ಷಿಯಾಗುವುದರ ಮತ್ತು ಸಾಕ್ಷಿ ವಹಿಸಲಾಗುವುದರ ಮೇಲಾಣೆ!,
85,4,قُتِلَ أَصۡحَٰبُ ٱلۡأُخۡدُودِ,ಹೊಂಡದವರು ನಾಶವಾದರು.,
85,5,ٱلنَّارِ ذَاتِ ٱلۡوَقُودِ,ಅದು (ಹೊಂಡ) ಇಂಧನ ತುಂಬಲಾದ ಬೆಂಕಿಯನ್ನು ಹೊಂದಿತ್ತು.,
85,6,إِذۡ هُمۡ عَلَيۡهَا قُعُودٞ,ಅವರು ಅದರ ಸುತ್ತಲೂ ಕುಳಿತಿದ್ದ ಸಂದರ್ಭ.,
85,7,وَهُمۡ عَلَىٰ مَا يَفۡعَلُونَ بِٱلۡمُؤۡمِنِينَ شُهُودٞ,ಸತ್ಯವಿಶ್ವಾಸಿಗಳೊಂದಿಗೆ ಏನು ಮಾಡಲಾಗುತ್ತಿತ್ತೋ ಅದಕ್ಕೆ ಅವರು ಪ್ರತ್ಯಕ್ಷದರ್ಶಿಗಳಾಗಿದ್ದರು.,
85,8,وَمَا نَقَمُواْ مِنۡهُمۡ إِلَّآ أَن يُؤۡمِنُواْ بِٱللَّهِ ٱلۡعَزِيزِ ٱلۡحَمِيدِ,ಅವರು ಪ್ರಬಲನು ಮತ್ತು ಸ್ತುತ್ಯರ್ಹನಾದ ಅಲ್ಲಾಹನಲ್ಲಿ ವಿಶ್ವಾಸವಿಟ್ಟಿದ್ದರು ಎಂಬುದು ಹೊರತು ಅವರಿಂದ ಪ್ರತೀಕಾರ ಪಡೆಯಲು ಇವರಿಗೆ ಬೇರೆ ಯಾವುದೇ ಕಾರಣವಿರಲಿಲ್ಲ.[1],"[1] ಇಲ್ಲಿ ಹೇಳಲಾಗಿರುವುದು ಹೊಂಡಗಳನ್ನು ತೋಡಿ, ಅವುಗಳಲ್ಲಿ ಸೌದೆಗಳನ್ನು ತುಂಬಿಸಿ ಬೆಂಕಿಯುರಿಸಿ, ನಂತರ ಸತ್ಯವಿಶ್ವಾಸಿಗಳನ್ನು ಅವುಗಳಲ್ಲಿ ಜೀವಂತ ಉರಿಸಿದ ಒಂದು ದುಷ್ಟ ರಾಜ ಮತ್ತು ಅವನ ಅನುಯಾಯಿಗಳ ಬಗ್ಗೆಯಾಗಿದೆ."
85,9,ٱلَّذِي لَهُۥ مُلۡكُ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِۚ وَٱللَّهُ عَلَىٰ كُلِّ شَيۡءٖ شَهِيدٌ,ಅವನು (ಅಲ್ಲಾಹು) ಯಾರೆಂದರೆ ಭೂಮ್ಯಾಕಾಶಗಳ ಸಾರ್ವಭೌಮತ್ವವು ಯಾರಿಗೆ ಸೇರಿದ್ದೋ ಅವನು. ಅಲ್ಲಾಹು ಎಲ್ಲ ವಿಷಯಗಳಿಗೂ ಸಾಕ್ಷಿಯಾಗಿದ್ದಾನೆ.,
85,10,إِنَّ ٱلَّذِينَ فَتَنُواْ ٱلۡمُؤۡمِنِينَ وَٱلۡمُؤۡمِنَٰتِ ثُمَّ لَمۡ يَتُوبُواْ فَلَهُمۡ عَذَابُ جَهَنَّمَ وَلَهُمۡ عَذَابُ ٱلۡحَرِيقِ,ಸತ್ಯವಿಶ್ವಾಸಿ ಪುರುಷರಿಗೆ ಮತ್ತು ಸತ್ಯವಿಶ್ವಾಸಿ ಮಹಿಳೆಯರಿಗೆ ಹಿಂಸೆ ನೀಡುವವರು ಮತ್ತು ಆ ಬಳಿಕ ಪಶ್ಚಾತ್ತಾಪ ಪಡದವರು ಯಾರೋ—ಅವರಿಗೆ ನರಕದ ಶಿಕ್ಷೆಯಿದೆ. ಅವರಿಗೆ ಸುಟ್ಟು ಕರಕಲಾಗುವ ಶಿಕ್ಷೆಯಿದೆ.,
